id,name,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,calculated_host_listings_count
950,Listing 950,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,93.37,1,9,4.94,61,5
951,Listing 951,Oud-West,Oud-West area,Entire home/apt,113.49,3,227,4.1,43,1
952,Listing 952,Watergraafsmeer,Watergraafsmeer area,Private room,25,7,11,3.77,174,1
953,Listing 953,Bos en Lommer,Bos en Lommer area,Entire home/apt,89.56,1,50,3.93,277,3
954,Listing 954,Noord,Noord area,Private room,57.36,7,78,4.52,157,1
955,Listing 955,Slotervaart,Slotervaart area,Hotel room,81.2,1,152,3.98,199,7
956,Listing 956,Oost,Oost area,Entire home/apt,138.73,2,61,3.86,26,4
957,Listing 957,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,51.17,3,137,4.2,31,7
958,Listing 958,De Pijp,De Pijp area,Entire home/apt,128.64,2,208,4.87,324,1
959,Listing 959,Noord,Noord area,Private room,39.57,7,64,4.17,155,4
960,Listing 960,Jordaan,Jordaan area,Entire home/apt,155.23,7,86,4.94,125,8
961,Listing 961,Centrum,Centrum area,Entire home/apt,143.31,1,148,3.5,334,8
962,Listing 962,Noord,Noord area,Private room,55.78,2,194,4.38,179,5
963,Listing 963,Centrum,Centrum area,Entire home/apt,172.56,1,45,4.75,202,5
964,Listing 964,Westerpark,Westerpark area,Entire home/apt,103.38,3,258,4.45,162,8
965,Listing 965,Noord,Noord area,Entire home/apt,113.18,3,235,3.52,306,3
966,Listing 966,Centrum,Centrum area,Private room,88.05,1,2,4.12,4,8
967,Listing 967,Westerpark,Westerpark area,Entire home/apt,111.72,1,39,4.84,275,8
968,Listing 968,De Pijp,De Pijp area,Entire home/apt,101.85,3,192,4.08,307,1
969,Listing 969,De Pijp,De Pijp area,Entire home/apt,149.97,2,113,4.52,10,6
970,Listing 970,Oud-West,Oud-West area,Entire home/apt,116.54,2,155,4.97,113,6
971,Listing 971,Centrum,Centrum area,Entire home/apt,205.86,2,107,4.98,3,7
972,Listing 972,De Pijp,De Pijp area,Private room,47.31,1,256,4.33,252,3
973,Listing 973,De Pijp,De Pijp area,Private room,64.74,2,116,3.79,267,1
974,Listing 974,Bos en Lommer,Bos en Lommer area,Private room,34.56,7,232,4.46,1,1
975,Listing 975,Oost,Oost area,Entire home/apt,126.0,14,265,4.04,238,1
976,Listing 976,Oud-West,Oud-West area,Entire home/apt,124.51,14,215,3.97,272,7
977,Listing 977,Oud-West,Oud-West area,Entire home/apt,151.49,7,115,4.94,353,4
978,Listing 978,Oud-West,Oud-West area,Entire home/apt,100.16,1,159,3.54,32,7
979,Listing 979,Centrum,Centrum area,Private room,77.35,1,128,4.21,126,6
980,Listing 980,Centrum,Centrum area,Private room,77.14,1,266,4.66,121,8
981,Listing 981,De Pijp,De Pijp area,Private room,57.56,7,31,3.97,17,2
982,Listing 982,Jordaan,Jordaan area,Entire home/apt,155.98,2,226,4.42,28,7
983,Listing 983,De Pijp,De Pijp area,Entire home/apt,136.15,1,195,4.43,205,7
984,Listing 984,Oud-West,Oud-West area,Private room,64.75,7,5,4.2,232,7
985,Listing 985,Slotervaart,Slotervaart area,Private room,25,3,13,4.38,232,2
986,Listing 986,De Pijp,De Pijp area,Entire home/apt,169.84,2,34,4.86,303,3
987,Listing 987,Bos en Lommer,Bos en Lommer area,Entire home/apt,61.76,2,227,3.71,95,1
988,Listing 988,Centrum,Centrum area,Entire home/apt,195.3,3,223,3.97,262,3
989,Listing 989,Jordaan,Jordaan area,Entire home/apt,146.79,1,4,3.59,265,1
990,Listing 990,Westerpark,Westerpark area,Entire home/apt,94.97,2,102,4.68,327,6
991,Listing 991,Oud-West,Oud-West area,Private room,43.23,3,169,4.42,296,7
992,Listing 992,Oost,Oost area,Entire home/apt,56.71,14,232,3.83,21,1
993,Listing 993,Oud-West,Oud-West area,Private room,48.96,7,246,3.81,169,3
994,Listing 994,Centrum,Centrum area,Entire home/apt,182.89,1,37,4.33,183,3
995,Listing 995,Noord,Noord area,Entire home/apt,65.04,1,184,3.8,22,5
996,Listing 996,Jordaan,Jordaan area,Entire home/apt,127.55,3,134,4.77,89,4
997,Listing 997,Jordaan,Jordaan area,Entire home/apt,166.98,1,51,4.07,10,2
998,Listing 998,Oost,Oost area,Shared room,46.93,2,156,4.05,233,6
999,Listing 999,Jordaan,Jordaan area,Shared room,116.98,1,222,3.68,364,3
1000,Listing 1000,Oud-West,Oud-West area,Entire home/apt,115.01,3,193,3.98,355,7
1001,Listing 1001,Oud-West,Oud-West area,Shared room,39.68,1,274,3.99,150,1
1002,Listing 1002,Noord,Noord area,Private room,25,14,260,3.81,299,2
1003,Listing 1003,Watergraafsmeer,Watergraafsmeer area,Private room,40.91,3,198,4.25,330,8
1004,Listing 1004,Jordaan,Jordaan area,Entire home/apt,152.0,14,191,4.57,269,8
1005,Listing 1005,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,63.37,2,18,4.84,106,8
1006,Listing 1006,Oud-West,Oud-West area,Entire home/apt,151.28,7,156,4.36,217,6
1007,Listing 1007,Noord,Noord area,Private room,53.07,3,227,3.85,265,1
1008,Listing 1008,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,106.26,14,172,4.2,218,7
1009,Listing 1009,Oost,Oost area,Private room,46.97,2,91,3.9,226,2
1010,Listing 1010,Oost,Oost area,Shared room,50.92,1,150,4.68,256,4
1011,Listing 1011,De Pijp,De Pijp area,Entire home/apt,113.95,3,170,3.88,100,5
1012,Listing 1012,Oud-West,Oud-West area,Private room,81.84,2,70,3.51,278,5
1013,Listing 1013,Noord,Noord area,Private room,51.7,1,207,4.21,296,3
1014,Listing 1014,Westerpark,Westerpark area,Entire home/apt,85.1,2,107,4.27,242,8
1015,Listing 1015,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,133.18,7,219,3.81,357,8
1016,Listing 1016,Bos en Lommer,Bos en Lommer area,Entire home/apt,109.87,1,71,3.96,295,1
1017,Listing 1017,Watergraafsmeer,Watergraafsmeer area,Private room,59.21,7,214,4.64,217,5
1018,Listing 1018,Oost,Oost area,Private room,39.27,1,16,4.97,71,6
1019,Listing 1019,Slotervaart,Slotervaart area,Private room,25,2,200,4.92,195,2
1020,Listing 1020,Bos en Lommer,Bos en Lommer area,Entire home/apt,73.5,3,243,4.35,55,8
1021,Listing 1021,Noord,Noord area,Entire home/apt,115.12,14,16,3.54,352,4
1022,Listing 1022,De Pijp,De Pijp area,Shared room,54.47,2,197,3.85,145,2
1023,Listing 1023,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,87.8,1,210,4.98,200,3
1024,Listing 1024,Bos en Lommer,Bos en Lommer area,Entire home/apt,88.57,2,35,3.69,199,4
1025,Listing 1025,Noord,Noord area,Entire home/apt,89.31,2,158,4.25,300,8
1026,Listing 1026,Noord,Noord area,Entire home/apt,73.03,1,73,4.74,228,4
1027,Listing 1027,Bos en Lommer,Bos en Lommer area,Entire home/apt,68.92,1,236,4.61,294,5
1028,Listing 1028,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,90.21,1,152,4.12,200,3
1029,Listing 1029,Slotervaart,Slotervaart area,Private room,25,1,93,4.09,357,1
1030,Listing 1030,Oud-West,Oud-West area,Private room,74.02,2,80,4.5,140,2
1031,Listing 1031,Oud-West,Oud-West area,Shared room,25,1,62,4.63,188,6
1032,Listing 1032,Westerpark,Westerpark area,Entire home/apt,122.92,1,129,4.19,106,2
1033,Listing 1033,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,99.0,1,203,3.88,19,3
1034,Listing 1034,Oost,Oost area,Private room,25,14,237,3.6,248,4
1035,Listing 1035,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,116.44,1,87,3.77,9,2
1036,Listing 1036,Bos en Lommer,Bos en Lommer area,Private room,25,1,86,4.52,39,3
1037,Listing 1037,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,101.1,14,272,4.55,110,2
1038,Listing 1038,Westerpark,Westerpark area,Private room,57.68,1,227,3.57,26,7
1039,Listing 1039,Oud-West,Oud-West area,Shared room,27.08,7,46,3.54,8,1
1040,Listing 1040,Oost,Oost area,Private room,65.46,1,32,4.7,112,3
1041,Listing 1041,Jordaan,Jordaan area,Entire home/apt,123.34,2,165,4.44,287,7
1042,Listing 1042,Westerpark,Westerpark area,Entire home/apt,102.11,3,109,3.99,54,1
1043,Listing 1043,Westerpark,Westerpark area,Private room,66.3,2,112,4.47,33,6
1044,Listing 1044,Centrum,Centrum area,Entire home/apt,181.04,2,111,4.65,210,8
1045,Listing 1045,De Pijp,De Pijp area,Private room,76.59,1,87,4.4,128,7
1046,Listing 1046,Jordaan,Jordaan area,Entire home/apt,116.31,14,162,3.6,341,1
1047,Listing 1047,Slotervaart,Slotervaart area,Shared room,25,1,119,3.85,257,2
1048,Listing 1048,Noord,Noord area,Entire home/apt,102.55,1,219,3.59,124,6
1049,Listing 1049,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,107.83,14,19,4.61,121,6
1050,Listing 1050,Jordaan,Jordaan area,Entire home/apt,171.02,7,20,4.47,266,5
1051,Listing 1051,Centrum,Centrum area,Entire home/apt,178.03,1,105,4.86,276,4
1052,Listing 1052,Oud-West,Oud-West area,Private room,44.28,3,195,3.78,266,1
1053,Listing 1053,De Pijp,De Pijp area,Private room,76.83,1,72,3.64,104,4
1054,Listing 1054,Oud-West,Oud-West area,Entire home/apt,130.57,2,218,3.75,239,4
1055,Listing 1055,Oud-West,Oud-West area,Entire home/apt,111.63,2,229,3.91,325,8
1056,Listing 1056,De Pijp,De Pijp area,Hotel room,93.51,7,184,3.75,203,8
1057,Listing 1057,Westerpark,Westerpark area,Entire home/apt,101.8,7,246,4.14,10,2
1058,Listing 1058,Noord,Noord area,Private room,25,1,78,3.89,283,8
1059,Listing 1059,Noord,Noord area,Entire home/apt,75.68,1,36,4.57,170,4
1060,Listing 1060,Jordaan,Jordaan area,Shared room,67.28,3,2,4.24,6,7
1061,Listing 1061,Westerpark,Westerpark area,Hotel room,67.79,1,36,4.99,209,2
1062,Listing 1062,Westerpark,Westerpark area,Shared room,48.09,7,83,4.94,99,6
1063,Listing 1063,Bos en Lommer,Bos en Lommer area,Private room,32.32,7,29,4.89,333,4
1064,Listing 1064,Oud-West,Oud-West area,Entire home/apt,110.63,1,185,4.55,323,3
1065,Listing 1065,Noord,Noord area,Private room,58.11,1,126,3.52,308,2
1066,Listing 1066,Westerpark,Westerpark area,Entire home/apt,101.13,2,41,4.81,265,3
1067,Listing 1067,Westerpark,Westerpark area,Entire home/apt,88.11,2,195,4.6,300,2
1068,Listing 1068,De Pijp,De Pijp area,Private room,114.6,2,176,4.62,73,7
1069,Listing 1069,Noord,Noord area,Entire home/apt,106.41,7,49,4.29,35,5
1070,Listing 1070,Westerpark,Westerpark area,Entire home/apt,125.28,1,191,3.8,95,3
1071,Listing 1071,Bos en Lommer,Bos en Lommer area,Shared room,25,1,95,4.62,102,4
1072,Listing 1072,Noord,Noord area,Hotel room,87.2,1,209,4.8,225,3
1073,Listing 1073,De Pijp,De Pijp area,Entire home/apt,118.42,2,175,4.22,15,2
1074,Listing 1074,Centrum,Centrum area,Entire home/apt,191.19,1,3,3.65,340,1
1075,Listing 1075,Westerpark,Westerpark area,Private room,86.24,3,248,4.41,242,6
1076,Listing 1076,Oost,Oost area,Private room,52.22,2,175,4.91,161,7
1077,Listing 1077,Westerpark,Westerpark area,Private room,92.65,14,51,4.81,1,7
1078,Listing 1078,Jordaan,Jordaan area,Entire home/apt,153.72,2,62,4.93,271,4
1079,Listing 1079,Oost,Oost area,Entire home/apt,94.24,2,263,3.5,211,6
1080,Listing 1080,Centrum,Centrum area,Private room,52.81,14,23,3.85,166,8
1081,Listing 1081,Westerpark,Westerpark area,Private room,57.55,1,243,4.6,337,5
1082,Listing 1082,Slotervaart,Slotervaart area,Entire home/apt,67.19,1,73,3.69,266,2
1083,Listing 1083,Noord,Noord area,Private room,106.54,14,239,4.93,86,8
1084,Listing 1084,Bos en Lommer,Bos en Lommer area,Entire home/apt,88.63,1,108,3.66,87,1
1085,Listing 1085,Jordaan,Jordaan area,Shared room,38.9,2,143,4.5,112,2
1086,Listing 1086,Jordaan,Jordaan area,Shared room,65.44,3,251,4.81,46,2
1087,Listing 1087,Oost,Oost area,Entire home/apt,103.37,7,195,4.71,334,4
1088,Listing 1088,Noord,Noord area,Entire home/apt,63.04,1,44,4.01,57,4
1089,Listing 1089,De Pijp,De Pijp area,Private room,77.08,1,194,3.97,295,4
1090,Listing 1090,Westerpark,Westerpark area,Hotel room,96.45,1,163,4.28,186,4
1091,Listing 1091,De Pijp,De Pijp area,Entire home/apt,108.42,2,74,4.25,151,8
1092,Listing 1092,Jordaan,Jordaan area,Private room,74.7,1,74,4.4,340,5
1093,Listing 1093,Bos en Lommer,Bos en Lommer area,Hotel room,120.46,2,244,4.24,323,7
1094,Listing 1094,Centrum,Centrum area,Hotel room,191.53,2,170,4.77,78,4
1095,Listing 1095,Centrum,Centrum area,Shared room,60.42,1,200,4.99,153,7
1096,Listing 1096,Oost,Oost area,Entire home/apt,71.1,7,242,4.09,178,5
1097,Listing 1097,Noord,Noord area,Private room,60.82,1,201,3.99,49,1
1098,Listing 1098,Noord,Noord area,Entire home/apt,132.07,1,83,4.16,295,8
1099,Listing 1099,Noord,Noord area,Private room,56.54,1,100,4.04,333,2
1100,Listing 1100,Jordaan,Jordaan area,Entire home/apt,194.98,1,218,4.89,347,2
1101,Listing 1101,Oost,Oost area,Hotel room,90.81,3,263,4.39,332,3
1102,Listing 1102,Westerpark,Westerpark area,Entire home/apt,110.94,7,60,4.23,123,3
1103,Listing 1103,Westerpark,Westerpark area,Private room,82.27,7,45,3.91,237,8
1104,Listing 1104,Oost,Oost area,Entire home/apt,108.35,1,59,4.23,42,4
1105,Listing 1105,Centrum,Centrum area,Private room,112.78,1,48,4.08,303,7
1106,Listing 1106,Noord,Noord area,Private room,45.69,1,50,4.57,166,3
1107,Listing 1107,Westerpark,Westerpark area,Private room,77.79,14,274,3.6,271,2
1108,Listing 1108,Oud-West,Oud-West area,Hotel room,103.15,1,60,3.51,92,8
1109,Listing 1109,Oost,Oost area,Entire home/apt,119.38,2,82,4.78,44,1
1110,Listing 1110,De Pijp,De Pijp area,Hotel room,113.84,3,259,4.95,152,3
1111,Listing 1111,Westerpark,Westerpark area,Hotel room,75.76,2,23,4.49,265,8
1112,Listing 1112,Jordaan,Jordaan area,Private room,67.33,3,160,4.41,267,4
1113,Listing 1113,De Pijp,De Pijp area,Private room,70.26,2,72,4.94,153,4
1114,Listing 1114,Slotervaart,Slotervaart area,Entire home/apt,86.52,7,65,3.61,318,5
1115,Listing 1115,Noord,Noord area,Entire home/apt,111.63,7,42,4.91,130,3
1116,Listing 1116,Bos en Lommer,Bos en Lommer area,Entire home/apt,78.5,2,137,4.57,324,3
1117,Listing 1117,Westerpark,Westerpark area,Private room,38.24,2,194,3.62,13,2
1118,Listing 1118,Bos en Lommer,Bos en Lommer area,Entire home/apt,122.2,1,280,3.99,208,2
1119,Listing 1119,Oost,Oost area,Shared room,34.97,1,115,3.65,140,4
1120,Listing 1120,Westerpark,Westerpark area,Hotel room,72.92,2,63,4.38,89,8
1121,Listing 1121,De Pijp,De Pijp area,Entire home/apt,117.73,1,138,4.84,311,3
1122,Listing 1122,Oost,Oost area,Shared room,25,3,199,4.71,92,7
1123,Listing 1123,Watergraafsmeer,Watergraafsmeer area,Private room,48.27,1,79,3.71,336,5
1124,Listing 1124,Centrum,Centrum area,Shared room,84.42,2,189,4.52,362,7
1125,Listing 1125,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,135.66,2,257,4.93,146,4
1126,Listing 1126,Noord,Noord area,Private room,44.41,7,44,4.66,156,2
1127,Listing 1127,De Pijp,De Pijp area,Entire home/apt,130.55,2,29,4.33,43,8
1128,Listing 1128,Centrum,Centrum area,Hotel room,152.85,1,217,4.22,346,2
1129,Listing 1129,Westerpark,Westerpark area,Entire home/apt,118.85,7,3,4.55,365,6
1130,Listing 1130,Oud-West,Oud-West area,Hotel room,135.1,1,270,4.41,350,3
1131,Listing 1131,Bos en Lommer,Bos en Lommer area,Shared room,35.7,3,68,4.93,263,7
1132,Listing 1132,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,117.03,3,191,4.87,57,4
1133,Listing 1133,Bos en Lommer,Bos en Lommer area,Private room,55.38,2,247,3.82,150,7
1134,Listing 1134,Oud-West,Oud-West area,Shared room,25,14,263,4.84,18,8
1135,Listing 1135,Centrum,Centrum area,Entire home/apt,166.65,1,181,4.02,54,3
1136,Listing 1136,Westerpark,Westerpark area,Entire home/apt,93.15,14,51,3.8,220,3
1137,Listing 1137,Westerpark,Westerpark area,Entire home/apt,93.4,14,128,4.09,115,5
1138,Listing 1138,Oost,Oost area,Entire home/apt,110.92,2,93,3.66,274,8
1139,Listing 1139,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,87.06,2,183,3.67,363,5
1140,Listing 1140,Centrum,Centrum area,Entire home/apt,196.96,1,215,3.74,169,4
1141,Listing 1141,Watergraafsmeer,Watergraafsmeer area,Hotel room,90.0,14,250,4.7,281,3
1142,Listing 1142,Oost,Oost area,Private room,53.92,7,204,3.7,256,2
1143,Listing 1143,Centrum,Centrum area,Entire home/apt,178.15,3,121,4.14,26,1
1144,Listing 1144,Westerpark,Westerpark area,Entire home/apt,107.75,1,144,4.64,248,4
1145,Listing 1145,Slotervaart,Slotervaart area,Entire home/apt,69.89,2,58,4.5,134,7
1146,Listing 1146,Oud-West,Oud-West area,Entire home/apt,123.93,1,52,3.78,358,3
1147,Listing 1147,Oud-West,Oud-West area,Entire home/apt,111.98,7,98,3.53,74,4
1148,Listing 1148,De Pijp,De Pijp area,Private room,74.3,2,194,4.55,208,4
1149,Listing 1149,Oud-West,Oud-West area,Entire home/apt,101.32,1,26,3.9,155,5
1150,Listing 1150,Oost,Oost area,Private room,58.11,1,126,3.77,163,1
1151,Listing 1151,Centrum,Centrum area,Private room,82.87,1,143,4.15,310,5
1152,Listing 1152,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,114.76,1,155,4.5,57,3
1153,Listing 1153,Oost,Oost area,Entire home/apt,122.14,3,270,3.86,309,5
1154,Listing 1154,Oud-West,Oud-West area,Private room,31.85,1,44,4.44,54,2
1155,Listing 1155,Centrum,Centrum area,Private room,114.83,14,97,4.89,98,2
1156,Listing 1156,Bos en Lommer,Bos en Lommer area,Private room,29.72,2,154,4.3,242,3
1157,Listing 1157,Centrum,Centrum area,Entire home/apt,152.53,14,177,4.44,187,2
1158,Listing 1158,Westerpark,Westerpark area,Entire home/apt,120.5,1,214,3.75,268,5
1159,Listing 1159,Jordaan,Jordaan area,Entire home/apt,166.81,14,97,4.53,203,2
1160,Listing 1160,Jordaan,Jordaan area,Entire home/apt,158.06,7,260,4.1,196,5
1161,Listing 1161,Oud-West,Oud-West area,Entire home/apt,132.51,14,4,4.26,262,5
1162,Listing 1162,Noord,Noord area,Private room,59.34,2,151,4.33,362,3
1163,Listing 1163,Oud-West,Oud-West area,Entire home/apt,125.42,1,75,3.91,142,1
1164,Listing 1164,Oud-West,Oud-West area,Hotel room,105.63,1,107,3.5,273,6
1165,Listing 1165,Slotervaart,Slotervaart area,Hotel room,46.15,7,135,4.85,68,5
1166,Listing 1166,Oost,Oost area,Hotel room,131.17,2,5,4.6,182,5
1167,Listing 1167,Jordaan,Jordaan area,Entire home/apt,189.13,7,54,4.92,352,5
1168,Listing 1168,Slotervaart,Slotervaart area,Private room,45.37,3,226,3.9,112,7
1169,Listing 1169,Jordaan,Jordaan area,Entire home/apt,157.3,1,75,4.24,245,8
1170,Listing 1170,Jordaan,Jordaan area,Private room,58.84,14,90,4.92,96,3
1171,Listing 1171,Noord,Noord area,Entire home/apt,101.51,2,201,3.6,351,2
1172,Listing 1172,Westerpark,Westerpark area,Entire home/apt,115.69,1,206,4.59,51,1
1173,Listing 1173,Slotervaart,Slotervaart area,Entire home/apt,77.8,1,6,3.7,329,2
1174,Listing 1174,Noord,Noord area,Entire home/apt,101.43,1,6,4.31,4,6
1175,Listing 1175,De Pijp,De Pijp area,Entire home/apt,104.47,2,227,4.0,83,3
1176,Listing 1176,Oud-West,Oud-West area,Entire home/apt,128.16,1,136,3.53,321,1
1177,Listing 1177,De Pijp,De Pijp area,Entire home/apt,163.35,1,212,4.87,72,1
1178,Listing 1178,Oud-West,Oud-West area,Entire home/apt,150.06,2,75,3.84,180,7
1179,Listing 1179,De Pijp,De Pijp area,Entire home/apt,144.24,1,144,4.42,182,2
1180,Listing 1180,Oost,Oost area,Shared room,32.17,1,43,3.77,22,6
1181,Listing 1181,Slotervaart,Slotervaart area,Entire home/apt,47.29,2,154,4.02,319,2
1182,Listing 1182,Noord,Noord area,Shared room,47.64,1,188,4.68,135,3
1183,Listing 1183,Jordaan,Jordaan area,Entire home/apt,135.29,1,244,4.37,34,5
1184,Listing 1184,Jordaan,Jordaan area,Entire home/apt,180.29,7,65,4.03,93,8
1185,Listing 1185,Westerpark,Westerpark area,Entire home/apt,131.75,2,170,4.07,70,8
1186,Listing 1186,Bos en Lommer,Bos en Lommer area,Entire home/apt,85.39,2,272,4.08,274,7
1187,Listing 1187,Bos en Lommer,Bos en Lommer area,Private room,33.45,3,44,3.5,120,1
1188,Listing 1188,Oost,Oost area,Private room,25,1,68,4.87,56,6
1189,Listing 1189,Jordaan,Jordaan area,Entire home/apt,184.18,2,215,4.74,124,1
1190,Listing 1190,Jordaan,Jordaan area,Entire home/apt,190.83,1,73,4.54,193,7
1191,Listing 1191,Oost,Oost area,Entire home/apt,130.76,1,244,3.55,304,6
1192,Listing 1192,Jordaan,Jordaan area,Entire home/apt,176.31,7,39,3.72,6,3
1193,Listing 1193,Watergraafsmeer,Watergraafsmeer area,Private room,49.63,7,153,4.58,240,8
1194,Listing 1194,Centrum,Centrum area,Entire home/apt,149.03,1,79,4.41,30,3
1195,Listing 1195,Bos en Lommer,Bos en Lommer area,Entire home/apt,73.3,2,232,4.88,283,5
1196,Listing 1196,Oud-West,Oud-West area,Entire home/apt,137.72,1,80,4.28,139,3
1197,Listing 1197,Oud-West,Oud-West area,Entire home/apt,143.74,14,39,4.22,354,7
1198,Listing 1198,Westerpark,Westerpark area,Entire home/apt,111.88,7,190,3.79,331,2
1199,Listing 1199,De Pijp,De Pijp area,Entire home/apt,99.13,2,14,3.74,122,2
1200,Listing 1200,De Pijp,De Pijp area,Entire home/apt,106.61,2,5,4.33,158,1
1201,Listing 1201,Oud-West,Oud-West area,Entire home/apt,150.52,1,247,3.97,23,5
1202,Listing 1202,Centrum,Centrum area,Hotel room,140.23,2,144,3.97,203,7
1203,Listing 1203,Oost,Oost area,Hotel room,85.35,1,208,4.25,257,3
1204,Listing 1204,Centrum,Centrum area,Private room,81.34,1,195,3.94,244,3
1205,Listing 1205,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,65.26,1,118,4.65,110,3
1206,Listing 1206,Bos en Lommer,Bos en Lommer area,Entire home/apt,54.84,14,267,4.68,174,6
1207,Listing 1207,Noord,Noord area,Entire home/apt,108.12,2,198,5.0,122,2
1208,Listing 1208,Jordaan,Jordaan area,Private room,63.3,1,254,3.71,49,5
1209,Listing 1209,Bos en Lommer,Bos en Lommer area,Private room,57.46,14,255,3.97,48,5
1210,Listing 1210,Jordaan,Jordaan area,Entire home/apt,119.39,1,186,3.61,180,8
1211,Listing 1211,Noord,Noord area,Hotel room,109.64,1,226,4.91,332,8
1212,Listing 1212,Centrum,Centrum area,Entire home/apt,175.42,7,146,4.79,205,3
1213,Listing 1213,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,127.67,7,191,4.26,42,5
1214,Listing 1214,Centrum,Centrum area,Private room,49.2,1,29,3.73,125,2
1215,Listing 1215,Noord,Noord area,Entire home/apt,59.52,14,114,4.5,198,6
1216,Listing 1216,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,83.27,1,273,3.63,238,2
1217,Listing 1217,Westerpark,Westerpark area,Private room,58.07,14,162,3.82,175,8
1218,Listing 1218,De Pijp,De Pijp area,Entire home/apt,146.96,1,19,4.92,279,3
1219,Listing 1219,Oud-West,Oud-West area,Entire home/apt,151.59,3,194,4.68,31,8
1220,Listing 1220,Oud-West,Oud-West area,Entire home/apt,130.3,7,11,3.9,350,3
1221,Listing 1221,De Pijp,De Pijp area,Entire home/apt,128.76,2,231,4.5,214,5
1222,Listing 1222,Jordaan,Jordaan area,Private room,88.16,3,47,4.95,219,5
1223,Listing 1223,Jordaan,Jordaan area,Entire home/apt,181.42,1,274,4.95,352,7
1224,Listing 1224,Oost,Oost area,Shared room,25,2,199,3.62,5,3
1225,Listing 1225,Oost,Oost area,Private room,69.51,1,162,4.84,7,3
1226,Listing 1226,Watergraafsmeer,Watergraafsmeer area,Private room,25,7,58,3.89,345,1
1227,Listing 1227,Watergraafsmeer,Watergraafsmeer area,Shared room,47.7,2,49,4.62,18,4
1228,Listing 1228,Westerpark,Westerpark area,Private room,30.33,7,85,3.82,307,4
1229,Listing 1229,Oud-West,Oud-West area,Hotel room,96.99,2,186,4.84,8,2
1230,Listing 1230,Watergraafsmeer,Watergraafsmeer area,Private room,48.42,7,233,4.03,211,7
1231,Listing 1231,Bos en Lommer,Bos en Lommer area,Hotel room,48.54,3,234,3.77,219,3
1232,Listing 1232,Bos en Lommer,Bos en Lommer area,Entire home/apt,129.2,7,145,4.45,337,2
1233,Listing 1233,De Pijp,De Pijp area,Private room,88.02,14,210,4.62,53,2
1234,Listing 1234,Watergraafsmeer,Watergraafsmeer area,Entire home/apt,117.58,2,16,4.78,341,4
1235,Listing 1235,Oud-West,Oud-West area,Private room,53.15,3,240,4.95,63,8
1236,Listing 1236,Westerpark,Westerpark area,Shared room,28.36,3,202,4.67,3,5
1237,Listing 1237,Noord,Noord area,Private room,44.03,2,212,3.51,344,7
1238,Listing 1238,Centrum,Centrum area,Entire home/apt,218.03,3,78,4.0,191,7
1239,Listing 1239,Oud-West,Oud-West area,Private room,41.02,7,201,3.69,26,7
1240,Listing 1240,Jordaan,Jordaan area,Entire home/apt,177.46,1,162,4.16,264,2
1241,Listing 1241,Jordaan,Jordaan area,Entire home/apt,136.25,1,133,4.92,283,4
1242,Listing 1242,De Pijp,De Pijp area,Entire home/apt,104.25,1,223,3.54,5,2
1243,Listing 1243,Slotervaart,Slotervaart area,Entire home/apt,84.49,3,232,3.78,324,4
1244,Listing 1244,Noord,Noord area,Entire home/apt,84.43,2,125,4.49,193,5
1245,Listing 1245,De Pijp,De Pijp area,Shared room,25,14,52,4.89,56,2
1246,Listing 1246,De Pijp,De Pijp area,Entire home/apt,109.52,1,134,3.62,92,6
1247,Listing 1247,Oud-West,Oud-West area,Entire home/apt,120.79,1,37,3.82,249,7
1248,Listing 1248,Westerpark,Westerpark area,Private room,52.74,1,230,3.95,82,3
1249,Listing 1249,Slotervaart,Slotervaart area,Private room,48.61,14,175,4.99,177,1
1250,Listing 1250,Jordaan,Jordaan area,Entire home/apt,152.1,2,130,4.41,62,1
1251,Listing 1251,Bos en Lommer,Bos en Lommer area,Entire home/apt,113.13,1,58,3.99,111,4
1252,Listing 1252,De Pijp,De Pijp area,Private room,97.84,2,64,4.22,137,2
1253,Listing 1253,Oost,Oost area,Private room,42.03,7,253,4.88,223,5
1254,Listing 1254,Jordaan,Jordaan area,Entire home/apt,141.69,1,143,4.38,201,5
1255,Listing 1255,Jordaan,Jordaan area,Private room,102.17,2,228,4.72,216,2
1256,Listing 1256,Slotervaart,Slotervaart area,Entire home/apt,78.37,3,102,4.06,290,2
